AÑO,CBML,CLASE_ACCIDENTE,DIRECCION,DIRECCION ENCASILLADA,DISEÑO,EXPEDIENTE,FECHA_ACCIDENTE,FECHA_ACCIDENTES,GRAVEDAD_ACCIDENTE,MES,NRO_RADICADO,NUMCOMUNA,BARRIO,COMUNA,LOCATION,X,Y
2018,1012,Choque,CR 50 CL 30,CR  050   030  000 00000,Tramo de via,A000852339,03/10/2018 05:45:00,2018-10-03T10:45:00.000Z,Solo daños,10,1644567,10,Perpetuo Socorro,La Candelaria,"[-75.5744379346, 6.23185645896]",834322.15,1181112.75
2018,0301,Atropello,CR 42 B CL 89 A,CR  042 B   089 A  000 00000,Tramo de via,A000852168,03/10/2018 09:30:00,2018-10-03T14:30:00.000Z,Con heridos,10,1644666,03,La Salle,Manrique,"[-75.5501999715, 6.28178243274]",837020.83,1186628.18
2018,0101,Atropello,CR 42 B CL 110 B,CR  042 B   110 B  000 00000,Interseccion,A000852174,03/10/2018 10:00:00,2018-10-03T15:00:00.000Z,Con heridos,10,1644708,01,Santo Domingo Savio No. 1,Popular,"[-75.5465299991, 6.29917298953]",837432.47,1188550.84
2018,0504,Volcamiento,CR 68 A CL 106 B,CR  068 A   106 B  000 00000,Interseccion,A000852198,03/10/2018 14:40:00,2018-10-03T19:40:00.000Z,Con heridos,10,1644539,05,Tejelo,Castilla,"[-75.5681974611, 6.30487210869]",835035.94,1189188.1
2018,1105,Caida Ocupante,CL 33 CR 66 B,CL  033   066 B  000 00000,Lote o Predio,A000852203,03/10/2018 16:15:00,2018-10-03T21:15:00.000Z,Con heridos,10,1644508,11,Los Conquistadores,Laureles Estadio,"[-75.587516188, 6.23927100344]",832876.69,1181937.11
2018,1009,Choque,CL 43 CR 59,CL  043   059  000 00000,Tramo de via,A000852547,03/10/2018 17:15:00,2018-10-03T22:15:00.000Z,Solo daños,10,1644724,10,La Alpujarra,La Candelaria,"[-75.5771596934, 6.24614608338]",834025.34,1182694.39
2018,1510,Choque,CR 50 FF CL 10 Sur,CR  050 FF S 010  000 00000,Interseccion,A000852246,03/10/2018 19:50:00,2018-10-04T00:50:00.000Z,Con heridos,10,1644637,15,Guayabal,Guayabal,"[-75.584930336, 6.19839802835]",833150.06,1177414.72
2018,1016,Choque,CR 41 CL 56,CR  041   056  000 00000,Interseccion,A000852247,03/10/2018 20:00:00,2018-10-04T01:00:00.000Z,Con heridos,10,1644492,10,Boston,La Candelaria,"[-75.5592028001, 6.25049458914]",836014.52,1183169.81
2018,1007,Otro,CR 57 CL 45 A,CR  057   045 A  000 00000,Tramo de via,A000852243,03/10/2018 22:10:00,2018-10-04T03:10:00.000Z,Con heridos,10,1644510,10,Guayaquil,La Candelaria,"[-75.5751759119, 6.2483220476]",834245.63,1182934.48
2018,0304,Choque,CR 35 CL 81 A,CR  035   081 A  000 00000,Tramo de via,A000852432,04/10/2018 06:25:00,2018-10-04T11:25:00.000Z,Solo daños,10,1644589,03,Santa Inés,Manrique,"[-75.5463452413, 6.27138189669]",837444.29,1185476.44
2018,1014,Volcamiento,CR 45 A CL 43,CR  045 A   043  000 00000,Tramo de via,A000852258,04/10/2018 08:00:00,2018-10-04T13:00:00.000Z,Con heridos,10,1644616,10,Las Palmas,La Candelaria,"[-75.5680515653, 6.24256705846]",835032.49,1182295.6
2018,1507,Volcamiento,CR 10 CL 10,CR  010   010  000 00000,Lote o Predio,A000852263,04/10/2018 08:10:00,2018-10-04T13:10:00.000Z,Con heridos,10,1644718,15,Campo Amor,Guayabal,"[-75.5794777709, 6.21400307216]",833758.61,1179139.31
2018,1001,Choque,CR 51 CL 64,CR  051   064  000 00000,Tramo de via,A000852448,04/10/2018 10:40:00,2018-10-04T15:40:00.000Z,Solo daños,10,1644630,10,Prado,La Candelaria,"[-75.5642888721, 6.26149302503]",835454.94,1184388.09
2018,0517,Volcamiento,CR 65 CL 72,CR  065   072  000 00000,Tramo de via,A000852268,04/10/2018 11:20:00,2018-10-04T16:20:00.000Z,Con heridos,10,1644613,05,Caribe,Castilla,"[-75.57568129, 6.27106662515]",834196.86,1185450.75
2018,1203,Choque,CR 79 AA CL 44,CR  079 AA  044  000 00000,Interseccion,A000852599,04/10/2018 12:30:00,2018-10-04T17:30:00.000Z,Solo daños,10,1644738,12,Los Pinos,La América,"[-75.5998138083, 6.24996040831]",831518.73,1183123.55
2018,1504,Choque,CR 50 CL 14,CR  050   014  000 00000,Tramo de via,A000852597,04/10/2018 13:18:00,2018-10-04T18:18:00.000Z,Solo daños,10,1644740,15,Santa Fé,Guayabal,"[-75.578180998, 6.21699243701]",833903.11,1179469.6
2018,1410,Otro,CR 30 CL 5 Sur,CR  030  S 005  000 00000,Lote o Predio,A000852294,04/10/2018 14:10:00,2018-10-04T19:10:00.000Z,Con heridos,10,1644702,14,Los Naranjos,El Poblado,"[-75.5649820793, 6.19541271876]",835357.61,1177078.24
2018,1603,Choque,CL 30 CR 81,CL  030   081  000 00000,Glorieta,A000852603,04/10/2018 15:45:00,2018-10-04T20:45:00.000Z,Solo daños,10,1644748,16,Belén,Belén,"[-75.6022197309, 6.23130111408]",831246.42,1181060.12
2018,1621,Choque,CR 63 CL 32 E,CR  063   032 E  000 00000,Tramo de via,A000852358,04/10/2018 16:40:00,2018-10-04T21:40:00.000Z,Con heridos,10,1644928,16,Cerro Nutibara,Belén,"[-75.5775075833, 6.23792784642]",833984.24,1181785.36
2018,1504,Otro,CR 49 CL 26,CR  049   026  000 00000,Tramo de via,A000852298,04/10/2018 17:58:00,2018-10-04T22:58:00.000Z,Con heridos,10,1644669,15,Santa Fé,Guayabal,"[-75.5766681846, 6.22531712603]",834073.2,1180390.04
2018,1109,Choque,CR 80 CL 35,CR  080   035  000 00000,Tramo de via,A000852601,04/10/2018 20:00:00,2018-10-05T01:00:00.000Z,Solo daños,10,1644743,11,Las Acacias,Laureles Estadio,"[-75.6001580292, 6.24253872056]",831478.25,1182302.63
2018,0514,Choque,CR 65 CL 85 A,CR  065   085 A  000 00000,Tramo de via,A000852518,04/10/2018 21:20:00,2018-10-05T02:20:00.000Z,Solo daños,10,1644658,05,Alfonso López,Castilla,"[-75.5724792935, 6.28062066667]",834554.32,1186506.65
2018,,Caida Ocupante,CR 999 CL 999,CR  999   999  000 00000,Lote o Predio,A000852394,05/10/2018 05:50:00,2018-10-05T10:50:00.000Z,Con heridos,10,1644822,Sin Inf,,,"[-75.7037762763, 6.22141524356]",820000,1180000
2018,1012,Atropello,CR 48 CL 30,CR  048   030  000 00000,,A000852390,05/10/2018 06:30:00,2018-10-05T11:30:00.000Z,Con muertos,10,27165,10,Perpetuo Socorro,La Candelaria,"[-75.5744419453, 6.2318691934]",834321.71,1181114.16
2018,1012,Volcamiento,CL 29 CR 46,CL  029   046  000 00000,Paso Elevado,A000852605,05/10/2018 08:45:00,2018-10-05T13:45:00.000Z,Con heridos,10,1644858,10,Perpetuo Socorro,La Candelaria,"[-75.573773036, 6.23087962919]",834395.45,1181004.48
2018,1101,Choque,CL 50 A CR 65,CL  050 A   065  000 00000,Tramo de via,A000852560,05/10/2018 10:30:00,2018-10-05T15:30:00.000Z,Solo daños,10,1644784,11,Carlos E. Restrepo,Laureles Estadio,"[-75.5811228975, 6.25607168674]",833589.75,1183793.66
2018,1006,Choque,CR 57 CL 54,CR  057   054  000 00000,Tramo de via,A000852714,05/10/2018 10:40:00,2018-10-05T15:40:00.000Z,Solo daños,10,1644998,10,San Benito,La Candelaria,"[-75.573681567, 6.25568371153]",834413.37,1183748.39
2018,0110,Atropello,CR 32 CL 102,CR  032   102  000 00000,Lote o Predio,A000852456,05/10/2018 12:30:00,2018-10-05T17:30:00.000Z,Con heridos,10,1644943,01,La Esperanza No. 2,Popular,"[-75.5434285138, 6.28984334534]",837772.87,1187517.8
2018,1507,Choque,CR 50 CL 4,CR  050   004  000 00000,Interseccion,A000852702,05/10/2018 12:30:00,2018-10-05T17:30:00.000Z,Solo daños,10,1645037,15,Campo Amor,Guayabal,"[-75.5789040367, 6.2090417915]",833820.57,1178590.29
2018,1104,Choque,CR 65 CL 42,CR  065   042  000 00000,Tramo de via,A000852901,05/10/2018 13:10:00,2018-10-05T18:10:00.000Z,Solo daños,10,1645212,11,San Joaquín,Laureles Estadio,"[-75.583911467, 6.24562347326]",833277.75,1182638.71
2018,1419,Choque,CR 49 CL 10,CR  049   010  000 00000,Tramo de via,A000852458,05/10/2018 14:01:00,2018-10-05T19:01:00.000Z,Con heridos,10,1644860,14,Manila,El Poblado,"[-75.5772772686, 6.21387146394]",834002.18,1179124.06
2018,1020,Choque,CL 29 CR 43,CL  029   043  000 00000,Interseccion,A000852678,05/10/2018 16:20:00,2018-10-05T21:20:00.000Z,Solo daños,10,1644988,10,San Diego,La Candelaria,"[-75.5688655708, 6.22808862712]",834937.85,1180694.19
2018,1018,Choque,CR 46 CL 55,CR  046   055  000 00000,Interseccion,A000852883,05/10/2018 16:40:00,2018-10-05T21:40:00.000Z,Solo daños,10,1645032,10,Villa Nueva,La Candelaria,"[-75.5631316068, 6.25201002506]",835580.08,1183338.68
2018,0710,Atropello,CR 80 CL 80,CR  080   080  000 00000,Lote o Predio,A000852462,05/10/2018 17:20:00,2018-10-05T22:20:00.000Z,Con heridos,10,1644899,07,López de Mesa,Robledo,"[-75.5843649147, 6.28437730502]",833239.86,1186926
2018,1020,Choque,CR 43 CL 37,CR  043   037  000 00000,Interseccion,A000852703,05/10/2018 18:20:00,2018-10-05T23:20:00.000Z,Solo daños,10,1645035,10,San Diego,La Candelaria,"[-75.5694512045, 6.23688612894]",834875.77,1181667.59
2018,1504,Choque,CL 14 CR 50,CL  014   050  000 00000,Interseccion,A000852715,05/10/2018 18:20:00,2018-10-05T23:20:00.000Z,Solo daños,10,1645002,15,Santa Fé,Guayabal,"[-75.5782354827, 6.21703006776]",833897.09,1179473.78
2018,1318,Choque,CL 43 CR 115 A,CL  043   115 A  000 00000,Interseccion,A000852476,05/10/2018 19:30:00,2018-10-06T00:30:00.000Z,Con heridos,10,1644963,13,Antonio Nariño,San Javier,"[-75.6253620411, 6.25629455767]",828692.57,1183832.53
2018,1115,Choque,CL 50 CR 74,CL  050   074  000 00000,Tramo de via,A000852483,05/10/2018 22:25:00,2018-10-06T03:25:00.000Z,Con heridos,10,1644921,11,Cuarta Brigada,Laureles Estadio,"[-75.5902564671, 6.26038551756]",832580.05,1184273.78
2018,0904,Choque,CL 45 C CR 16 A,CL  045 C   016 A  000 00000,Ciclo Ruta,A000852930,06/10/2018 04:30:00,2018-10-06T09:30:00.000Z,Solo daños,10,1645001,09,Los Cerros El Vergel,Buenos Aires,"[-75.5453227366, 6.23304539905]",837545.64,1181235.22
2018,1103,Choque,CL 44 CR 63,CL  044   063  000 00000,Tramo de via,A000852808,06/10/2018 10:20:00,2018-10-06T15:20:00.000Z,Solo daños,10,1645115,11,Naranjal,Laureles Estadio,"[-75.5803348481, 6.25045431834]",833675.21,1183171.99
2018,1410,Otro,CL 2 CR 29,CL  002   029  000 00000,Tramo de via,A000852619,06/10/2018 12:10:00,2018-10-06T17:10:00.000Z,Con heridos,10,1644987,14,Los Naranjos,El Poblado,"[-75.5593935895, 6.19964373815]",835977.62,1177544.56
2018,0716,Choque,CR 85 C CL 68 A,CR  085 C   068 A  000 00000,Tramo de via,A000852821,06/10/2018 12:45:00,2018-10-06T17:45:00.000Z,Solo daños,10,1645152,07,Palenque,Robledo,"[-75.5952465437, 6.27754434542]",832033.15,1186173.58
2018,1204,Caida Ocupante,CR 80 CL 44,CR  080   044  000 00000,Glorieta,A000852628,06/10/2018 13:00:00,2018-10-06T18:00:00.000Z,Con heridos,10,1644938,12,La América,La América,"[-75.6024756857, 6.25058952576]",831224.26,1183194
2018,1003,Choque,CL 60 CR 52,CL  060   052  000 00000,Interseccion,A000852820,06/10/2018 14:00:00,2018-10-06T19:00:00.000Z,Solo daños,10,1645051,10,Jesús Nazareno,La Candelaria,"[-75.5674406023, 6.25905668115]",835105.29,1184119.56
2018,9004,Otro,CL 28 CR 29,CL  028   029  000 00000,Interseccion,A000852608,06/10/2018 15:30:00,2018-10-06T20:30:00.000Z,Con heridos,10,1644900,90,Las Palmas,Corregimiento de Santa Elena,"[-75.5593150034, 6.22670064874]",835994.7,1180537.67
2018,0718,Caida Ocupante,CL 63 CR 98,CL  063   098  000 00000,Lote o Predio,A000852625,06/10/2018 16:00:00,2018-10-06T21:00:00.000Z,Con heridos,10,1644939,07,Cucaracho,Robledo,"[-75.6088949726, 6.27943659938]",830522.95,1186387.31
2018,0402,Choque,CR 50 C CL 92,CR  050 C   092  000 00000,Tramo de via,A000852788,06/10/2018 20:00:00,2018-10-07T01:00:00.000Z,Solo daños,10,1645016,04,San Isidro,Aranjuez,"[-75.5599039504, 6.28344218545]",835947.2,1186814.82
2018,0913,Caida Ocupante,CL 32 CR 32 A,CL  032   032 A  000 00000,Lote o Predio,A000852644,06/10/2018 22:00:00,2018-10-07T03:00:00.000Z,Con heridos,10,1644993,09,Loreto,Buenos Aires,"[-75.5617691441, 6.23136977898]",835724.47,1181054.95
2018,0405,Choque,CR 58 CL 86 AA,CR  058   086 AA 000 00000,Tramo de via,A000852657,07/10/2018 06:01:00,2018-10-07T11:01:00.000Z,Con heridos,10,1644930,04,Moravia,Aranjuez,"[-75.567241065, 6.28029164837]",835134.05,1186468.6
2018,1009,Choque,CL 44 CR 62,CL  044   062  000 00000,Tramo de via,A000852894,07/10/2018 09:40:00,2018-10-07T14:40:00.000Z,Solo daños,10,1644910,10,La Alpujarra,La Candelaria,"[-75.579623018, 6.24694113696]",833752.9,1182783.12
2018,0703,Choque,CL 60 CR 78,CL  060   078  000 00000,Tramo de via,A000852897,07/10/2018 13:55:00,2018-10-07T18:55:00.000Z,Solo daños,10,1645137,07,San Germán,Robledo,"[-75.5919036561, 6.2692232164]",832400.53,1185251.98
2018,1109,Choque,CR 80 CL 34,CR  080   034  000 00000,Interseccion,A000852724,07/10/2018 15:00:00,2018-10-07T20:00:00.000Z,Con heridos,10,1644955,11,Las Acacias,Laureles Estadio,"[-75.6002456864, 6.24070544075]",831467.96,1182099.85
2018,1018,Choque,CR 46 CL 56,CR  046   056  000 00000,Tramo de via,A000852965,08/10/2018 06:27:00,2018-10-08T11:27:00.000Z,Solo daños,10,1645237,10,Villa Nueva,La Candelaria,"[-75.5627409331, 6.25269208453]",835623.54,1183414.01
2018,1403,Choque,CR 45 CL 14,CR  045   014  000 00000,Tramo de via,A000853125,08/10/2018 07:10:00,2018-10-08T12:10:00.000Z,Solo daños,10,1645275,14,Villa Carlota,El Poblado,"[-75.5734629057, 6.21532101076]",834424.91,1179283.22
2018,0501,Choque,CR 64 C CL 111 FF,CR  064 C   111 FF 000 00000,Tramo de via,A000853058,08/10/2018 10:25:00,2018-10-08T15:25:00.000Z,Solo daños,10,1645308,05,Toscana,Castilla,"[-75.5616601013, 6.30343375536]",835759.09,1189026.92
2018,0405,Choque,CR 63 CL 74,CR  063   074  000 00000,Tramo de via,A000852758,08/10/2018 12:00:00,2018-10-08T17:00:00.000Z,Con heridos,10,1645317,04,Moravia,Aranjuez,"[-75.569360451, 6.2757543321]",834898.02,1185967.33
2018,1003,Caida Ocupante,CL 58 CR 52,CL  058   052  000 00000,Tramo de via,A000852824,08/10/2018 17:00:00,2018-10-08T22:00:00.000Z,Con heridos,10,1645182,10,Jesús Nazareno,La Candelaria,"[-75.5677689803, 6.25714577011]",835068.34,1183908.27
2018,0808,Choque,CL 57 A CR 30,CL  057 A   030  000 00000,Tramo de via,A000853028,08/10/2018 20:50:00,2018-10-09T01:50:00.000Z,Solo daños,10,1645184,08,Enciso,Villa Hermosa,"[-75.5501185152, 6.24734555518]",837019.16,1182818.63
2018,1017,Choque,CR 41 CL 59,CR  041   059  000 00000,Interseccion,A000852846,09/10/2018 05:00:00,2018-10-09T10:00:00.000Z,Con heridos,10,1645265,10,Los Ángeles,La Candelaria,"[-75.5580508268, 6.25238413822]",836142.63,1183378.48
2018,1008,Choque,CR 59 CL 46,CR  059   046  000 00000,Interseccion,A000852851,09/10/2018 06:30:00,2018-10-09T11:30:00.000Z,Con heridos,10,1645279,10,Corazón de Jesús,La Candelaria,"[-75.5767088974, 6.2496267916]",834076.34,1183079.3
2018,1208,Choque,CL 44 CR 94,CL  044   094  000 00000,Tramo de via,A000852867,09/10/2018 11:20:00,2018-10-09T16:20:00.000Z,Con heridos,10,1645276,12,Campo Alegre,La América,"[-75.610821242, 6.25415616897]",830301.55,1183591.25
2018,0519,Choque,TV 78 CR 67,TV  078   067  000 00000,Interseccion,A000852868,09/10/2018 12:15:00,2018-10-09T17:15:00.000Z,Con heridos,10,1645370,05,El Progreso,Castilla,"[-75.5786369286, 6.27363851027]",833870.5,1185736.2
2018,1019,Atropello,CR 53 CL 53,CR  053   053  000 00000,Tramo de via,A000852871,09/10/2018 13:00:00,2018-10-09T18:00:00.000Z,Con heridos,10,1645260,10,La Candelaria,La Candelaria,"[-75.5695196642, 6.25302542991]",834873.25,1183453.01
2018,,Volcamiento,CL 80 CR 5 Sur,CL S 080   005  000 00000,Tramo de via,A000852973,09/10/2018 17:30:00,2018-10-09T22:30:00.000Z,Con heridos,10,1645453,Sin Inf,,,"[-75.7037762763, 6.22141524356]",820000,1180000
2018,1204,Choque,CR 84 CL 43,CR  084   043  000 00000,Interseccion,A000852976,09/10/2018 17:30:00,2018-10-09T22:30:00.000Z,Con heridos,10,1645435,12,La América,La América,"[-75.6047931866, 6.24974556387]",830967.44,1183101.38
2018,0407,Atropello,CR 51 CL 67 B,CR  051   067 B  000 00000,Tramo de via,A000852974,09/10/2018 18:00:00,2018-10-09T23:00:00.000Z,Con heridos,10,1645415,04,Sevilla,Aranjuez,"[-75.5633180729, 6.26409990959]",835563.22,1184676.17
2018,1005,Choque,CL 57 CR 51 D,CL  057   051 D  000 00000,Tramo de via,A000853262,09/10/2018 19:10:00,2018-10-10T00:10:00.000Z,Solo daños,10,1645441,10,Estación Villa,La Candelaria,"[-75.5669618094, 6.25615108078]",835157.38,1183797.98
2018,1422,Choque,CR 48 CL 7 Sur,CR  048  S 007  000 00000,Tramo de via,A000853140,09/10/2018 19:50:00,2018-10-10T00:50:00.000Z,Solo daños,10,1645333,14,La Aguacatala,El Poblado,"[-75.5795861274, 6.19980140634]",833742.16,1177568.29
2018,1309,Atropello,CL 40 CR 96,CL  040   096  000 00000,Lote o Predio,A000853102,11/10/2018 05:50:00,2018-10-11T10:50:00.000Z,Con heridos,10,1645496,13,San Javier No.1,San Javier,"[-75.6155743511, 6.25400560188]",829775.33,1183576.13
2018,1009,Choque,CL 44 CR 57,CL  044   057  000 00000,Glorieta,A000853095,11/10/2018 07:00:00,2018-10-11T12:00:00.000Z,Con heridos,10,1645473,10,La Alpujarra,La Candelaria,"[-75.5753010984, 6.24628281323]",834231.13,1182708.93
2018,1107,Choque,CR 70 CL 42,CR  070   042  000 00000,Interseccion,A000853114,11/10/2018 07:20:00,2018-10-11T12:20:00.000Z,Con heridos,10,1646054,11,Bolivariana,Laureles Estadio,"[-75.5889501017, 6.24780011489]",832720.66,1182881.1
2018,1003,Choque,CR 52 CL 61,CR  052   061  000 00000,Interseccion,A000853097,11/10/2018 07:30:00,2018-10-11T12:30:00.000Z,Con heridos,10,1645576,10,Jesús Nazareno,La Candelaria,"[-75.5672424806, 6.25981702265]",835127.46,1184203.61
2018,,Choque,CR 999 CL 999,CR  999   999  000 00000,Tramo de via,A000853109,11/10/2018 08:15:00,2018-10-11T13:15:00.000Z,Con heridos,10,1645554,Sin Inf,,,"[-75.7037762763, 6.22141524356]",820000,1180000
2018,0507,Choque,CR 63 CL 105,CR  063   105  000 00000,Tramo de via,A000853304,11/10/2018 09:00:00,2018-10-11T14:00:00.000Z,Solo daños,10,1645518,05,Héctor Abad Gómez,Castilla,"[-75.5592165685, 6.30016004214]",836028.53,1188664
2018,1001,Caida Ocupante,CR 51 CL 62,CR  051   062  000 00000,Lote o Predio,A000853099,11/10/2018 09:50:00,2018-10-11T14:50:00.000Z,Con heridos,10,1645464,10,Prado,La Candelaria,"[-75.564656238, 6.26052275608]",835413.97,1184280.87
2018,0519,Caida Ocupante,TV 78 CR 65,TV  078   065  000 00000,Tramo de via,A000853115,11/10/2018 10:20:00,2018-10-11T15:20:00.000Z,Con heridos,10,1645559,05,El Progreso,Castilla,"[-75.5737800455, 6.27544305555]",834408.7,1185934.29
2018,1012,Choque,CR 54 CL 36,CR  054   036  000 00000,Tramo de via,A000853212,11/10/2018 13:40:00,2018-10-11T18:40:00.000Z,Con heridos,10,1645602,10,Perpetuo Socorro,La Candelaria,"[-75.5754857851, 6.23889134321]",834208.36,1181891.31
2018,0706,Choque,CR 72 A CL 75,CR  072 A   075  000 00000,Tramo de via,A000853323,11/10/2018 14:00:00,2018-10-11T19:00:00.000Z,Solo daños,10,1645631,07,La Pilarica,Robledo,"[-75.582722092, 6.27488473128]",833418.69,1185875.36
2018,1016,Choque,CL 50 CR 37,CL  050   037  000 00000,Interseccion,A000853205,11/10/2018 15:15:00,2018-10-11T20:15:00.000Z,Con heridos,10,1645606,10,Boston,La Candelaria,"[-75.5579032916, 6.2445366891]",836156.52,1182510.32
2018,0501,Atropello,CR 63 CL 119,CR  063   119  000 00000,Tramo de via,A000853208,11/10/2018 17:10:00,2018-10-11T22:10:00.000Z,Con heridos,10,1645492,05,Toscana,Castilla,"[-75.5577208636, 6.31071399392]",836197.4,1189831.05
2018,1108,Choque,CR 78 CL 34,CR  078   034  000 00000,Interseccion,A000853395,11/10/2018 17:47:00,2018-10-11T22:47:00.000Z,Solo daños,10,1645536,11,Laureles,Laureles Estadio,"[-75.5984634425, 6.24055203888]",831665.21,1182082.31
2018,1504,Choque,CR 65 CL 22,CR  065   022  000 00000,Interseccion,A000853217,11/10/2018 18:30:00,2018-10-11T23:30:00.000Z,Con heridos,10,1645571,15,Santa Fé,Guayabal,"[-75.5841776993, 6.22357280631]",833241.31,1180199.44
2018,1008,Choque,CR 57 CL 49,CR  057   049  000 00000,Lote o Predio,A000853820,10/10/2018 07:50:00,2018-10-10T12:50:00.000Z,Solo daños,10,1645814,10,Corazón de Jesús,La Candelaria,"[-75.575200032, 6.25130766255]",834243.9,1183264.77
2018,1001,Choque,CL 61 CR 50,CL  061   050  000 00000,Tramo de via,A000853013,10/10/2018 12:15:00,2018-10-10T17:15:00.000Z,Con heridos,10,1645479,10,Prado,La Candelaria,"[-75.5628897572, 6.25811363415]",835608.76,1184013.81
2018,1006,Choque,CL 49 CR 55 A,CL  049   055 A  000 00000,Interseccion,A000853298,10/10/2018 12:20:00,2018-10-10T17:20:00.000Z,Solo daños,10,1645521,10,San Benito,La Candelaria,"[-75.5732658614, 6.25063709836]",834457.8,1183189.98
2018,1422,Choque,CL 12 Sur CR 44,CL S 012   044  000 00000,Tramo de via,A000853277,10/10/2018 13:15:00,2018-10-10T18:15:00.000Z,Solo daños,10,1645506,14,La Aguacatala,El Poblado,"[-75.5773202151, 6.19398243999]",833991.2,1176923.86
2018,,Choque,CR 34 CL 61,CR  034   061  000 00000,Lote o Predio,A000853062,10/10/2018 15:30:00,2018-10-10T20:30:00.000Z,Con heridos,10,1645374,Sin Inf,,,"[-75.7037762763, 6.22141524356]",820000,1180000
2018,1401,Choque,CR 48 CL 24,CR  048   024  000 00000,Lote o Predio,A000853285,10/10/2018 16:10:00,2018-10-10T21:10:00.000Z,Solo daños,10,1645599,14,Barrio Colombia,El Poblado,"[-75.5749471716, 6.22565484872]",834263.83,1180426.86
2018,1309,Choque,CL 42 CR 103 A,CL  042   103 A  000 00000,Lote o Predio,A000853078,10/10/2018 20:50:00,2018-10-11T01:50:00.000Z,Con heridos,10,1645584,13,San Javier No.1,San Javier,"[-75.6185926059, 6.25571044867]",829441.76,1183765.71
2018,0510,Choque,CR 64 CL 97 A,CR  064   097 A  000 00000,Tramo de via,A000853825,12/10/2018 10:10:00,2018-10-12T15:10:00.000Z,Solo daños,10,1645835,05,Tricentenario,Castilla,"[-75.5672950502, 6.29176962054]",835131.69,1187738.36
2018,1503,Choque,CR 65 CL 24,CR  065   024  000 00000,Tramo de via,A000853478,12/10/2018 10:35:00,2018-10-12T15:35:00.000Z,Solo daños,10,1645659,15,Trinidad,Guayabal,"[-75.5837557187, 6.22555276897]",833288.65,1180418.34
2018,1007,Choque,CL 44 CR 54,CL  044   054  000 00000,Tramo de via,A000853496,12/10/2018 11:20:00,2018-10-12T16:20:00.000Z,Solo daños,10,1645672,10,Guayaquil,La Candelaria,"[-75.5737136668, 6.24577731639]",834406.7,1182652.51
2018,1113,Atropello,CL 48 CR 75,CL  048   075  000 00000,Tramo de via,A000853334,12/10/2018 13:00:00,2018-10-12T18:00:00.000Z,Con heridos,10,1645845,11,El Estadio,Laureles Estadio,"[-75.5927003179, 6.25677884694]",832308.37,1183875.57
2018,1015,Choque,CR 43 CL 46,CR  043   046  000 00000,Lote o Predio,A000853607,12/10/2018 14:15:00,2018-10-12T19:15:00.000Z,Solo daños,10,1645770,10,Bomboná No. 1,La Candelaria,"[-75.5646589401, 6.24367035792]",835408.4,1182416.59
2018,0305,Atropello,CL 75 C CR 36,CL  075 C   036  000 00000,Lote o Predio,A000853353,12/10/2018 15:40:00,2018-10-12T20:40:00.000Z,Con heridos,10,1645629,03,El Raizal,Manrique,"[-75.5464971326, 6.2689075787]",837426.71,1185202.77
2018,1601,Choque,CL 30 CR 65,CL  030   065  000 00000,Tramo de via,A000853352,12/10/2018 16:30:00,2018-10-12T21:30:00.000Z,Con heridos,10,1645722,16,Fátima,Belén,"[-75.5827699774, 6.23177841285]",833399.74,1181106.74
2018,1005,Atropello,CR 57 CL 57,CR  057   057  000 00000,Glorieta,A000853365,12/10/2018 18:20:00,2018-10-12T23:20:00.000Z,Con heridos,10,1645855,10,Estación Villa,La Candelaria,"[-75.5718144385, 6.25702697606]",834620.48,1183896.4
2018,1105,Choque,CR 66 B CL 37,CR  066 B   037  000 00000,Interseccion,A000853384,12/10/2018 18:30:00,2018-10-12T23:30:00.000Z,Con heridos,10,1645756,11,Los Conquistadores,Laureles Estadio,"[-75.5855356877, 6.24357959046]",833097.3,1182413.12
2018,1001,Choque,CR 49 CL 60,CR  049   060  000 00000,Tramo de via,A000853597,12/10/2018 18:40:00,2018-10-12T23:40:00.000Z,Solo daños,10,1645704,10,Prado,La Candelaria,"[-75.5624676108, 6.2570247389]",835655.15,1183893.22
2018,1102,Atropello,CR 66 CL 48 B,CR  066   048 B  000 00000,Tramo de via,A000853375,12/10/2018 20:22:00,2018-10-13T01:22:00.000Z,Con heridos,10,1645822,11,Suramericana,Laureles Estadio,"[-75.5832869003, 6.25377333006]",833349.47,1183540.09
2018,0905,Choque,CR 28 CL 49,CR  028   049  000 00000,Tramo de via,A000853562,13/10/2018 06:30:00,2018-10-13T11:30:00.000Z,Solo daños,10,1645703,09,Alejandro Echavarría,Buenos Aires,"[-75.5513412175, 6.24014681664]",836881.58,1182022.66
2018,1601,Choque,CL 32 F CR 65 D,CL  032 F   065 D  000 00000,Tramo de via,A000853596,13/10/2018 07:00:00,2018-10-13T12:00:00.000Z,Solo daños,10,1645683,16,Fátima,Belén,"[-75.5853070746, 6.23878512894]",833121.09,1181882.66
2018,,Caida Ocupante,CR 999 CL 999,CR  999   999  000 00000,Lote o Predio,A000853410,13/10/2018 10:00:00,2018-10-13T15:00:00.000Z,Con heridos,10,1645900,Sin Inf,,,"[-75.7037762763, 6.22141524356]",820000,1180000
2018,1105,Choque,CR 63 CL 32 B,CR  063   032 B  000 00000,Tramo de via,A000853422,13/10/2018 10:00:00,2018-10-13T15:00:00.000Z,Con heridos,10,1645863,11,Los Conquistadores,Laureles Estadio,"[-75.5785464683, 6.23998075728]",833869.88,1182012.79
